Game to Catch in,Catch Methods,Pokemon
Pokémon Rumble World," Gold Plateau: Purifying Pond (All Areas, Entrance Boss)
",Slowbro
Pokémon Picross," Area 21: Stage 03
",Slowbro
Pokémon Red and Blue," Seafoam Islands, Route 10, Celadon City, and Safari Zone (Super Rod)
",Slowpoke
Pokémon Blue Version (Japanese)," Seafoam Islands, Route 10, Celadon City, and Safari Zone (Super Rod), Trade for Seel at the Pokémon Lab
",Slowpoke
Pokémon Yellow," Seafoam Islands, Routes 12 and 13 (surfing)
",Slowpoke
Pokémon Gold and Silver," Slowpoke Well and Tohjo Falls (walking and surfing)
",Slowpoke
Pokémon Crystal," Slowpoke Well and Tohjo Falls (walking and surfing)
",Slowpoke
Pokémon Ruby and Sapphire," Trade
",Slowpoke
Pokémon Emerald," Trade
",Slowpoke
Pokémon FireRed," Trade
",Slowpoke
Pokémon LeafGreen," Celadon City (surfing), Routes 4, 10, 11, 12, 13, 19, 20, 21, 24, Water Labyrinth, Resort Gorgeous, Memorial Pillar, Green Path, Outcast Island, Tanoby Ruins, Pallet Town, Cerulean City, Vermilion City, Cinnabar Island, One Island, Five Island, Trainer Tower (Super Rod), Routes 6, 22, 23, 25, Viridian City, Fuchsia City, Four Island, Cerulean Cave, Safari Zone (surfing and Super Rod), Treasure Beach, Kindle Road, Bond Bridge, Five Isle Meadow, Ruin Valley, Water Path (tall grass and Super Rod), Cape Brink, Berry Forest (tall grass, surfing, and Super Rod), Seafoam Islands, Icefall Cave (walking, surfing, and Super Rod), Canyon Entrance (tall grass)
",Slowpoke
Pokémon Colosseum," Trade
",Slowpoke
Pokémon XD: Gale of Darkness," Trade
",Slowpoke
Pokémon Diamond," Trade
",Slowpoke
Pokémon Pearl," Route 205 (Poké Radar)
",Slowpoke
Pokémon Platinum," Route 205 (Poké Radar)
",Slowpoke
Pokémon HeartGold and SoulSilver," Slowpoke Well and Tohjo Falls (surfing)
",Slowpoke
Pal Park," Pond
",Slowpoke
Pokéwalker," Beautiful Beach
",Slowpoke
Pokémon Black and White," Abundant Shrine (surfing, rippling water)
",Slowpoke
Pokémon Black 2 and White 2," Abundant Shrine (Swarm),  Transfer from Dream Radar
",Slowpoke
Pokémon Dream World," Sparkling Sea
",Slowpoke
Pokémon X and Y," Route 12 (Tall grass, yellow flowers), Azure Bay (Tall grass, Horde Encounter)
",Slowpoke
Pokémon Omega Ruby and Alpha Sapphire," Mirage Caves (north of Fallarbor Town, south of Route 131)
",Slowpoke
Pokémon Sun and Moon," Routes 1, 15, 16, Kala'e Bay
",Slowpoke
Pokémon Ultra Sun and Ultra Moon," Routes 1, 15, 16, Kala'e Bay, Poké Pelago
",Slowpoke
Pokémon Let's Go Pikachu and Let's Go Eevee," Seafoam Islands
",Slowpoke
Pokémon Sword and Shield," Wedgehurst Station^Galarian Form*
",Slowpoke
Pokémon Snap," River
",Slowpoke
Pokémon Pinball," Red Field: Seafoam Islands ,  Red and Blue Fields: Rock Mountain
",Slowpoke
Pokémon Channel," Upgrade binder
",Slowpoke
Pokémon Trozei!," Secret Storage 7, Huge Storage 2, Endless Level 20, Mr. Who's Den
",Slowpoke
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Stormy Sea (B11F-B19F), Silver Trench (B6F-B14F), Grand Sea (B6F-B14F), Far-off Sea (B6F-B14F), Marvelous Sea (B6F-B14F), Fantasy Strait (B6F-B14F)
",Slowpoke
Pokémon Ranger (game)," Kisara Plains
",Slowpoke
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Lake Afar (B1F-B20F)
",Slowpoke
Pokémon Mystery Dungeon: Explorers of Sky," Lake Afar (B1F-B20F)
",Slowpoke
Pokémon Rumble," Rocky Cave (Normal Mode A)
",Slowpoke
PokéPark Wii: Pikachu's Adventure," Beach Zone
",Slowpoke
Pokémon Rumble Blast," Lake: Shimmering Lake
",Slowpoke
Pokémon Rumble U," Toy Collection: Guided by Pichu, Variety Battle: I Dunno, Audino
",Slowpoke
Pokémon Battle Trozei," Mountain of Order: Stage 6
",Slowpoke
Pokémon Shuffle," Isla Asul: Stage 31
",Slowpoke
Pokémon Rumble World," Gold Plateau: Purifying Pond (All Areas), Origin Hideaway: Super Gene Laboratorium (All Areas)
",Slowpoke
Pokémon Red and Blue," Evolve Ponyta
",Rapidash
Pokémon Blue Version (Japanese)," Cerulean Cave
",Rapidash
Pokémon Yellow," Evolve Ponyta
",Rapidash
Pokémon Gold and Silver," Route 28, Mt. Silver, Trade Gloom in Pewter City
",Rapidash
Pokémon Crystal," Route 28, Mt. Silver
",Rapidash
Pokémon Ruby and Sapphire," Trade
",Rapidash
Pokémon Emerald," Trade
",Rapidash
Pokémon FireRed and LeafGreen," Kindle Road, Mt. Ember
",Rapidash
Pokémon Colosseum," Trade
",Rapidash
Pokémon XD: Gale of Darkness," Citadark Isle (Shadow)
",Rapidash
Pokémon Diamond and Pearl," Evolve Ponyta
",Rapidash
Pokémon Platinum," Evolve Ponyta
",Rapidash
Pokémon HeartGold and SoulSilver," Route 28, Mt. Silver
",Rapidash
Pal Park," Field
",Rapidash
Pokémon Black and White," Route 12
",Rapidash
Pokémon Black 2 and White 2," Trade
",Rapidash
Pokémon X and Y," Evolve Ponyta
",Rapidash
Pokémon Omega Ruby and Alpha Sapphire," Evolve Ponyta
",Rapidash
Pokémon Sun and Moon," Pokémon Bank
",Rapidash
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Rapidash
Pokémon Let's Go Pikachu and Let's Go Eevee," Route 17
",Rapidash
Pokémon Sword," Trade
",Rapidash
Pokémon Shield," Bridge Field, Hammerlocke Hills, Lake of Outrage, Rolling Fields (Max Raid Battle) ^Galarian Form
",Rapidash
Pokémon Snap," Volcano
",Rapidash
Pokémon Pinball," Evolve Ponyta
",Rapidash
Pokémon Trozei!," Endless Level 60, Forever Level 10, Pair Trozei, Mr. Who's Den
",Rapidash
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Evolve Ponyta
",Rapidash
Pokémon Ranger (game)," Kisara Plains
",Rapidash
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Dark Crater (B4F-B15F, Deep Dark Crater B1F-B9F), Giant Volcano (1F-19F)
",Rapidash
Pokémon Mystery Dungeon: Explorers of Sky," Dark Crater (B4F-B15F, Deep Dark Crater B1F-B9F), Giant Volcano (1F-19F)
",Rapidash
Pokémon Ranger: Shadows of Almia," Chroma Highlands, Volcano Cave
",Rapidash
Pokémon Rumble," Fiery Furnace (Normal Mode B & S, Advanced Mode C & A)
",Rapidash
Pokémon Rumble Blast," Lava: Sunny Seashore, World Axle - B1F
",Rapidash
Pokémon Rumble U," Dream Gate: Flame Dance
",Rapidash
Pokémon Battle Trozei," Dragon Hill: Stage 6
",Rapidash
Pokémon Shuffle," Expert Stage: Stage EX48
",Rapidash
Pokémon Rumble World," Ember Mountains: Furnace Mountain (Center Boss, Back), Black Realm: Obsidian Shrine (Special)
",Rapidash
Pokémon Red and Blue," Pokémon Mansion
",Ponyta
Pokémon Blue Version (Japanese)," Pokémon Mansion
",Ponyta
Pokémon Yellow," Route 17
",Ponyta
Pokémon Gold and Silver," Routes 22, 26, 27, and 28, Mt. Silver
",Ponyta
Pokémon Crystal," Routes 22, 26, 27, and 28, Mt. Silver
",Ponyta
Pokémon Ruby and Sapphire," Trade
",Ponyta
Pokémon Emerald," Trade
",Ponyta
Pokémon FireRed and LeafGreen," Kindle Road and Mt. Ember
",Ponyta
Pokémon Colosseum," Trade
",Ponyta
Pokémon XD: Gale of Darkness," Trade
",Ponyta
Pokémon Diamond and Pearl," Routes 206, 210, 211, 214, and 215
",Ponyta
Pokémon Platinum," Routes 206, 207, and 210
",Ponyta
Pokémon HeartGold and SoulSilver," Routes 22, 26, 27, and 28, Mt. Silver, Safari Zone
",Ponyta
Pal Park," Field
",Ponyta
Pokéwalker," Rugged Road and Volcano Path
",Ponyta
Pokémon Black and White," Breed Rapidash
",Ponyta
Pokémon Black 2 and White 2," Trade
",Ponyta
Pokémon Dream World," Pleasant Forest
",Ponyta
Pokémon X and Y," Friend Safari (Fire)
",Ponyta
Pokémon Omega Ruby and Alpha Sapphire," Route 112 and Jagged Pass (hidden Pokémon*)
",Ponyta
Pokémon Sun and Moon," Pokémon Bank
",Ponyta
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Ponyta
Pokémon Let's Go Pikachu and Let's Go Eevee," Route 17
",Ponyta
Pokémon Sword," Trade
",Ponyta
Pokémon Shield," Glimwood Tangle ^Galarian Form, Bridge Field (Max Raid Battle) ^Galarian Form, Pokémon HOME ^Kanto Form
",Ponyta
Pokémon Pinball," Red and Blue Field: Cinnabar Island
",Ponyta
Pokémon Trozei!," Endless Level 26, Forever Level 26, Pair Trozei, Mr. Who's Den
",Ponyta
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Joyous Tower (57F-59F)
",Ponyta
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Dark Crater (B1F-B13F), Giant Volcano (1F-8F)
",Ponyta
Pokémon Mystery Dungeon: Explorers of Sky," Dark Crater (B1F-B13F), Giant Volcano (1F-8F)
",Ponyta
Pokémon Ranger: Shadows of Almia," Chroma Road
",Ponyta
My Pokémon Ranch," Hayley's trades
",Ponyta
Pokémon Rumble," Fiery Furnace (Normal Mode B, Advanced Mode C)
",Ponyta
PokéPark Wii: Pikachu's Adventure," Lava Zone, Meeting Place*
",Ponyta
Pokémon Rumble Blast," Lava: Sunny Seashore, World Axle - B1F
",Ponyta
Pokémon Rumble U," Dream Gate: Flame Dance
",Ponyta
Pokémon Battle Trozei," Dragon Hill: Stage 6
",Ponyta
Pokémon Shuffle," Prasino Woods: Stage 553
",Ponyta
Pokémon Rumble World," Ember Mountains: Furnace Mountain (All Areas)
",Ponyta
Pokémon Masters," Sync Pair Scout (Blaine's)
",Ponyta
Pokémon Red and Blue," Evolve Graveler
",Golem
Pokémon Blue Version (Japanese)," Trade Kadabra for Graveler at the Pokémon Lab on Cinnabar Island*
",Golem
Pokémon Yellow," Evolve Graveler
",Golem
Pokémon Gold and Silver," Evolve Graveler
",Golem
Pokémon Crystal," Evolve Graveler
",Golem
Pokémon Ruby and Sapphire," Evolve Graveler
",Golem
Pokémon Emerald," Evolve Graveler
",Golem
Pokémon FireRed and LeafGreen," Evolve Graveler
",Golem
Pokémon Colosseum," Trade
",Golem
Pokémon XD: Gale of Darkness," Trade
",Golem
Pokémon Diamond and Pearl," Evolve Graveler
",Golem
Pokémon Platinum," Evolve Graveler
",Golem
Pokémon HeartGold and SoulSilver," Evolve Graveler
",Golem
Pal Park," Mountain
",Golem
Pokémon Black and White," Evolve Graveler
",Golem
Pokémon Black 2 and White 2," Trade
",Golem
Pokémon X and Y," Evolve Graveler
",Golem
Pokémon Omega Ruby and Alpha Sapphire," Evolve Graveler
",Golem
Pokémon Sun and Moon," Trade Haunter for Graveler in Tapu Village*
",Golem
Pokémon Ultra Sun and Ultra Moon," Evolve Graveler
",Golem
Pokémon Let's Go Pikachu and Let's Go Eevee," Evolve Graveler
",Golem
Pokémon Sword and Shield," Unobtainable
",Golem
Pokémon Pinball," Evolve Graveler
",Golem
Pokémon Pinball: Ruby & Sapphire," Evolve Graveler
",Golem
Pokémon Trozei!," Secret Storage 10, Trozei Battle, Mr. Who's Den
",Golem
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Magma Cavern (B15F-B20F), Mt. Faraway (10F-19F), Buried Relic (B91-B99F), Wish Cave (B76F-B79F), Southern Cavern (B40F-B50F), Joyous Tower (74F-79F)
",Golem
Pokémon Ranger (game)," Sekra Range, Fiore Temple
",Golem
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Crystal Cave (B8F-B11F)
",Golem
Pokémon Mystery Dungeon: Explorers of Sky," Crystal Cave (B8F-B11F)
",Golem
Pokémon Ranger: Shadows of Almia," Hippowdon Temple, Altru Tower
",Golem
Pokémon Rumble," Rocky Cave (Normal Mode A & S, Advanced Mode B & S)
",Golem
PokéPark Wii: Pikachu's Adventure," Lava Zone
",Golem
Pokémon Ranger: Guardian Signs," Faldera Island, Thunder Temple
",Golem
Pokémon Rumble Blast," Canyon: Sunny Seashore
",Golem
Pokémon Rumble U," Variety Battle: Pokémon on a Roll (Boss)
",Golem
Pokémon Battle Trozei," Mountain of Order: Stage 3
",Golem
Pokémon Shuffle," Event: Golem Appears, Event: Great Daily Pokémon (Fifth release), Event: Pokémon Safari (16th release; Alola Form)
",Golem
Pokémon Rumble World," Sapphire Sea: Booming Grotto (Center Boss, Back)
",Golem
Pokémon Red and Blue," Victory Road
",Graveler
Pokémon Blue Version (Japanese)," Victory Road, Trade Kadabra at the Pokémon Lab on Cinnabar Island*
",Graveler
Pokémon Yellow," Victory Road, Cerulean Cave
",Graveler
Pokémon Gold and Silver," Route 45, Victory Road, Dark Cave, Mt. Mortar, Silver Cave
",Graveler
Pokémon Crystal," Route 45, Victory Road, Dark Cave, Mt. Mortar, Silver Cave
",Graveler
Pokémon Ruby and Sapphire," Victory Road (Rock Smash)
",Graveler
Pokémon Emerald," Magma Hideout (walking), Victory Road (Rock Smash)
",Graveler
Pokémon FireRed and LeafGreen," Kindle Road, Sevault Canyon, Rock Tunnel, Mt. Ember, Cerulean Cave (Rock Smash)
",Graveler
Pokémon Colosseum," Trade
",Graveler
Pokémon XD: Gale of Darkness," Trade
",Graveler
Pokémon Diamond and Pearl," Routes 211, 214, 216, and 227, Valor Lakefront, Iron Island, Mt. Coronet, Victory Road, Stark Mountain, Snowpoint Temple
",Graveler
Pokémon Platinum," Routes 211, 214, 216, 225, 226, and 227, Iron Island, Mt. Coronet, Sendoff Spring, Victory Road, Stark Mountain
",Graveler
Pokémon HeartGold and SoulSilver," Route 45, Cliff Cave, Victory Road, Dark Cave, Mt. Mortar, Mt. Silver, Cerulean Cave, Safari Zone^Morning^Day
",Graveler
Pal Park," Mountain
",Graveler
Pokémon Black and White," Challenger's Cave
",Graveler
Pokémon Black 2 and White 2," Trade
",Graveler
Pokémon X and Y," Route 18, Victory Road, Terminus Cave, Route 13, Victory Road (Rock Smash)
",Graveler
Pokémon Omega Ruby and Alpha Sapphire," Lilycove City, Seafloor Cavern, Shoal Cave, Mirage Cave (north of Fortree City, west of Route 115, north of Route 124, southeast of Route 129), Mirage Forest (west of Route 105), Mirage Island (south of Pacifidlog Town, south of Route 134), Mirage Mountain (north of Route 125, southeast of Route 129) (Rock Smash)
",Graveler
Pokémon Sun and Moon," Route 17, Trade Haunter in Tapu Village*
",Graveler
Pokémon Ultra Sun and Ultra Moon," Routes 12 and 17, Blush Mountain
",Graveler
Pokémon Let's Go Pikachu and Let's Go Eevee," Rock Tunnel, Victory Road, Cerulean Cave ^Kanto Form, Evolve Geodude ^Alolan Form
",Graveler
Pokémon Sword and Shield," Unobtainable
",Graveler
Pokémon Snap," Valley
",Graveler
Pokémon Pinball," Evolve Geodude
",Graveler
Pokémon Pinball: Ruby & Sapphire," Evolve Geodude
",Graveler
Pokémon Trozei!," Secret Storage 8, Mr. Who's Den
",Graveler
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Magma Cavern (B5F-B10F), Buried Relic (B74F-B76F), Wish Cave (B72F-B75F), Southern Cavern (B25F-B36F), Joyous Tower (68F-73F)
",Graveler
Pokémon Ranger (game)," Krokka Tunnel, Jungle Relic
",Graveler
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Crystal Cave (B1F-B6F)
",Graveler
Pokémon Mystery Dungeon: Explorers of Sky," Crystal Cave (B1F-B6F)
",Graveler
Pokémon Ranger: Shadows of Almia," Marine Cave, Peril Cliffs, Volcano Cave
",Graveler
Pokémon Rumble," Rocky Cave (Both Modes C & A, Normal Mode S)
",Graveler
Pokémon Ranger: Guardian Signs," Mt. Latolato, Fire Temple, Odd Temple
",Graveler
Pokémon Rumble Blast," Canyon: Rugged Flats, Sunny Seashore; Lava: Firebreathing Mountain
",Graveler
Pokémon Rumble U," Variety Battle: Pokémon on a Roll
",Graveler
Pokémon Battle Trozei," Mountain of Order: Stage 3
",Graveler
Pokémon Shuffle," Blau Salon: Stage 415, Event: Pokémon Safari (16th release; Alola Form)
",Graveler
Pokémon Rumble World," Sapphire Sea: Booming Grotto (All Areas), Fairy Land: Guardian's Peak (All Areas)
",Graveler
Pokémon Red and Blue," Mt. Moon, Rock Tunnel, Victory Road
",Geodude
Pokémon Blue Version (Japanese)," Mt. Moon, Rock Tunnel, Victory Road
",Geodude
Pokémon Yellow," Mt. Moon, Rock Tunnel, Victory Road
",Geodude
Pokémon Gold and Silver," Routes 45 and 46, Mt. Mortar, Dark Cave, Union Cave, Mt. Moon, Rock Tunnel, Team Rocket HQ (Seven; trap floor)
",Geodude
Pokémon Crystal," Routes 33, 45, and 46, Mt. Mortar, Dark Cave, Union Cave, Mt. Moon, Rock Tunnel, Team Rocket HQ (Seven; trap floor)
",Geodude
Pokémon Ruby and Sapphire," Routes 111 and 114, Victory Road, Safari Zone (Rock Smash), Granite Cave (walking and Rock Smash)
",Geodude
Pokémon Emerald," Routes 111 and 114, Victory Road, Safari Zone (Rock Smash), Granite Cave (walking and Rock Smash), Magma Hideout (walking)
",Geodude
Pokémon FireRed and LeafGreen," Victory Road, Mt. Moon (walking), Kindle Road, Sevault Canyon, Rock Tunnel, Cerulean Cave, Mt. Ember (Tall grass and Rock Smash)
",Geodude
Pokémon Colosseum," Trade
",Geodude
Pokémon XD: Gale of Darkness," Trade
",Geodude
Pokémon Diamond and Pearl," Routes 206, 207, 210, 211, 214, and 215, Oreburgh Gate, Ruin Maniac Cave, Oreburgh Mine, Iron Island, Mt. Coronet, Maniac Tunnel, Ravaged Path, Stark Mountain, Valor Lakefront, Wayward Cave
",Geodude
Pokémon Platinum," Routes 206, 207, 210, and 214, Oreburgh Gate, Ruin Maniac Cave, Oreburgh Mine, Iron Island, Mt. Coronet, Maniac Tunnel, Wayward Cave
",Geodude
Pokémon HeartGold and SoulSilver," Routes 45 and 46, Union Cave, Dark Cave, Ruins of Alph, Mt. Mortar, Cliff Cave, Victory Road, Rock Tunnel, Mt. Moon, Safari Zone, Cerulean Cave, Team Rocket HQ (Five; trap floor)
",Geodude
Pal Park," Mountain
",Geodude
Pokéwalker," Rugged Road, Volcano Path, and Night Sky's Edge
",Geodude
Pokémon Black and White," Breed Graveler or Golem
",Geodude
Pokémon Black 2 and White 2," Trade
",Geodude
Pokémon Dream World," Icy Cave
",Geodude
Pokémon X and Y," Route 18, Terminus Cave, Victory Road (Horde Encounter)
",Geodude
Pokémon Omega Ruby and Alpha Sapphire," Granite Cave, Routes 111, 114, Rusturf Tunnel (Rock Smash)
",Geodude
Pokémon Sun and Moon," Route 12, Blush Mountain
",Geodude
Pokémon Ultra Sun and Ultra Moon," Breed Graveler or Golem
",Geodude
Pokémon Let's Go Pikachu and Let's Go Eevee," Mt. Moon, Rock Tunnel, Victory Road, Cerulean Cave ^Kanto Form, Trade Geodude in Vermilion City ^Alolan Form
",Geodude
Pokémon Sword and Shield," Unobtainable
",Geodude
Pokémon Snap," Valley
",Geodude
Pokémon Pinball," Blue Field: Mt. Moon ,  Blue and Red Fields: Rock Mountain, Indigo Plateau
",Geodude
Pokémon Channel," Viridian Forest
",Geodude
Pokémon Pinball: Ruby & Sapphire," Wilderness (Sapphire Field)
",Geodude
Pokémon Trozei!," Phobos Drill, Endless Level 24, Forever Level 24, Mr. Who's Den
",Geodude
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Mt. Steel (5F-8F), Buried Relic (B16F-B20F), Wish Cave (B12F-B14F), Southern Cavern (B1F-B6F)
",Geodude
Pokémon Ranger (game)," Krokka Tunnel
",Geodude
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Mt. Bristle (1F-9F)
",Geodude
Pokémon Mystery Dungeon: Explorers of Sky," Mt. Bristle (1F-9F)
",Geodude
Pokémon Ranger: Shadows of Almia," Marine Cave, Peril Cliffs
",Geodude
Pokémon Rumble," Rocky Cave (Both Modes C)
",Geodude
PokéPark Wii: Pikachu's Adventure," Cavern Zone
",Geodude
Pokémon Ranger: Guardian Signs," Rasp Cavern, Fire Temple
",Geodude
Pokémon Rumble Blast," Canyon: Rugged Flats
",Geodude
PokéPark 2: Wonders Beyond," Crag Area
",Geodude
Pokémon Rumble U," Variety Battle: Pokémon on a Roll
",Geodude
Pokémon Battle Trozei," Safari Jungle: Stage 2^Th
",Geodude
Pokémon Shuffle," Blau Salon: Stage 412, Event: Pokémon Safari (16th release; Alola Form)
",Geodude
Pokémon Rumble World," Sapphire Sea: Booming Grotto (All Areas), Fairy Land: Guardian's Peak (All Areas)
",Geodude
Pokémon Red and Blue," Evolve Tentacool
",Tentacruel
Pokémon Blue Version (Japanese)," Evolve Tentacool
",Tentacruel
Pokémon Yellow," Routes 19, 20, and 21 (Super Rod)
",Tentacruel
Pokémon Gold and Silver," Routes 20, 21, 26, 27 and 41, New Bark Town, Olivine City*, Pallet Town, Vermilion City, Cinnabar Island (Surfing and Super Rod), Routes 12, 13, 19, 32, 34 and 40, Cherrygrove City, Cianwood City, Whirl Islands, Union Cave* (Surfing)
",Tentacruel
Pokémon Crystal," Routes 20, 21, 26, 27 and 41, New Bark Town, Olivine City*, Pallet Town, Vermilion City, Cinnabar Island (Surfing and Super Rod), Routes 12, 13, 19, 32, 34 and 40, Cherrygrove City, Cianwood City, Whirl Islands, Union Cave* (Surfing)
",Tentacruel
Pokémon Ruby and Sapphire," Abandoned Ship (surfing and Super Rod)
",Tentacruel
Pokémon Emerald," Abandoned Ship (Surfing and Super Rod)
",Tentacruel
Pokémon FireRed and LeafGreen," Treasure Beach, Kindle Road, Bond Bridge, Five Isle Meadow, Memorial Pillar, Water Labyrinth, Resort Gorgeous, Water Path, Green Path, Outcast Island, Tanoby Ruins, One Island, Five Island, Icefall Cave, Trainer Tower (Surfing)
",Tentacruel
Pokémon Colosseum," Trade
",Tentacruel
Pokémon XD: Gale of Darkness," Trade
",Tentacruel
Pokémon Diamond and Pearl," Routes 205, 213, 218, 219, 220, 221, 222, 223, 224, 226, and 230, Pastoria City, Canalave City, Sunyshore City, Valley Windworks, Fuego Ironworks, Iron Island, Pokémon League (Surfing)
",Tentacruel
Pokémon Platinum," Routes 205, 212, 213, 218, 219, 220, 221, 222, 223, 224, 226, and 230, Pastoria City, Canalave City, Sunyshore City, Valley Windworks, Fuego Ironworks, Iron Island, Pokémon League (Surfing)
",Tentacruel
Pokémon HeartGold and SoulSilver," Routes 20, 21, 26, 27, and 41, New Bark Town, Vermilion City, Cinnabar Island, Pallet Town (Surfing and Super Rod), Routes 12, 13, 19, 32, 34, and 40, Cherrygrove City, Union Cave*, Whirl Islands*, Olivine City, Cianwood City (Surfing), Route 47 (Super Rod)
",Tentacruel
Pal Park," Sea
",Tentacruel
Pokémon Black and White," Poké Transfer
",Tentacruel
Pokémon Black 2 and White 2," Poké Transfer
",Tentacruel
Pokémon X and Y," Evolve Tentacool
",Tentacruel
Pokémon Omega Ruby and Alpha Sapphire," Routes 124, 125, 126, 127, 128, 129, 130, 131, 132, and 133, Mossdeep City, Pacifidlog Town, Ever Grande City, Shoal Cave, Seafloor Cavern, Victory Road, Battle Resort (Surfing)
",Tentacruel
Pokémon Sun and Moon," Poni Wilds (Surfing)
",Tentacruel
Pokémon Ultra Sun and Ultra Moon," Routes 14 and 15, Poni Breaker Coast (Surfing)
",Tentacruel
Pokémon Let's Go Pikachu and Let's Go Eevee," Routes 4, 10, 12, 13, 18, 19, 20, 21 and 24, Seafoam Islands (Sea Skim)
",Tentacruel
Pokémon Sword and Shield," Unobtainable
",Tentacruel
Pokémon Pinball," Evolve Tentacool
",Tentacruel
Pokémon Pinball: Ruby & Sapphire," Evolve Tentacool
",Tentacruel
Pokémon Trozei!," Secret Storage 11, Mr. Who's Den
",Tentacruel
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Stormy Sea (B31F-B39F), Silver Trench (B35F-B44F), Grand Sea (B21F-B30F)
",Tentacruel
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Surrounded Sea (B1F-B20F), Miracle Sea (B1F-B18F, Deep Miracle Sea B1F-B3F), Bottomless Sea (B1F-B49F)
",Tentacruel
Pokémon Mystery Dungeon: Explorers of Sky," Surrounded Sea (B1F-B20F), Miracle Sea (B1F-B18F, Deep Miracle Sea B1F-B3F), Bottomless Sea (B1F-B49F)
",Tentacruel
Pokémon Ranger: Shadows of Almia," Sea of Wailord
",Tentacruel
Pokémon Rumble," Bright Beach (Normal Mode C & S, Advanced Mode C & A)
",Tentacruel
Pokémon Ranger: Guardian Signs," Eastern Sea
",Tentacruel
Pokémon Rumble Blast," Beach: Sunny Seashore
",Tentacruel
Pokémon Rumble U," Unidentified Flying Objects
",Tentacruel
Pokémon Battle Trozei," Island of Haste: Stage 4
",Tentacruel
Pokémon Shuffle," Nacht Carnival: Stage 546
",Tentacruel
Pokémon Rumble World," Pearl Marsh: Moonlit Island (Center Boss, Back)
",Tentacruel
Pokémon Red and Blue," Routes 19, 20, and 21 (Surfing), Routes 12, 13, 17, and 18, Pallet Town, Viridian City (Super Rod)
",Tentacool
Pokémon Blue Version (Japanese)," Routes 19, 20, and 21 (Surfing), Routes 12, 13, 17, and 18, Pallet Town, Viridian City (Super Rod)
",Tentacool
Pokémon Yellow," Routes 19, 20, and 21, Seafoam Islands (Surfing), Routes 11, 13, 17, 18, 19, 20, and 21, Pallet Town, Vermilion City, Cinnabar Island (Super Rod)
",Tentacool
Pokémon Gold and Silver," Routes 20, 21, 26, 27 and 41, New Bark Town, Pallet Town, Vermilion City, Olivine City*, Cinnabar Island (Surfing, Old/Good Rod), Routes 19, 34 and 40, Olivine City*, Cherrygrove City, Cianwood City, Whirl Islands*, Union Cave* (Surfing), Routes 12, 13 and 32 (Surfing or Fishing)
",Tentacool
Pokémon Crystal," Routes 20, 21, 26, 27 and 41, New Bark Town, Pallet Town, Vermilion City, Olivine City*, Cinnabar Island (Surfing, Old/Good Rod), Routes 19, 34 and 40, Olivine City*, Cherrygrove City, Cianwood City, Whirl Islands*, Union Cave* (Surfing), Routes 12, 13 and 32 (Surfing or Fishing)
",Tentacool
Pokémon Ruby and Sapphire," Route 128, Ever Grande City (Surfing, Old Rod), Sootopolis City (Old Rod), Abandoned Ship (Surfing or Fishing), Routes 103, 105, 106, 107, 108, 109, 110, 115, 118, 119, 121, 122, 123, 124, 125, 126, 127, 129, 130, 131, 132, 133, and 134, Slateport City, Pacifidlog Town, Mossdeep City, Lilycove City, Dewford Town, Shoal Cave, Seafloor Cavern (Surfing, Old/Good Rod)
",Tentacool
Pokémon Emerald," Route 128, Ever Grande City (Surfing, Old Rod), Sootopolis City (Old Rod), Abandoned Ship (Surfing or Fishing), Routes 103, 105, 106, 107, 108, 109, 110, 115, 118, 119, 121, 122, 123, 124, 125, 126, 127, 129, 130, 131, 132, 133, and 134, Slateport City, Pacifidlog Town, Mossdeep City, Lilycove City, Dewford Town, Shoal Cave, Seafloor Cavern (Surfing, Old/Good Rod)
",Tentacool
Pokémon FireRed and LeafGreen," Routes 4, 10, 11, 12, 13, 19, 20, 21, and 24, Treasure Beach, Kindle Road, Bond Bridge, Five Isle Meadow, Memorial Pillar, Water Labyrinth, Resort Gorgeous, Water Path, Green Path, Outcast Island, Tanoby Ruins, Pallet Town, Cerulean City, Vermilion City, One Island, Five Island, Icefall Cave, Trainer Tower, Cinnabar Island (Surfing)
",Tentacool
Pokémon Colosseum," Trade
",Tentacool
Pokémon XD: Gale of Darkness," Trade
",Tentacool
